OBJECTID,CFCA_ID,ACRES_2019,CFCA_ID_1,SiteName,Lake_Wetla,Subsiden_1,FISSURE_V,INVADING_V,EXP_ROOT_V,LEANFALL_V,DEAD_DYE_V,Success,Ridge_or_Plains,Stressed,Ridge,Lon,Lat,WET_NEW,Floodplain,HydroClass,Acres,Classification,Kevin_s_Remark,Kym_s_Kris_s_Lisa_s_Comments,Row,SEQNUM,Column_,ACRES_COMB,XCOORD_UTM,YCOORD_UTM
399,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,198.000000000000000,146119.000000000000000,339.0000000,7.2147493,436397.0625000,3145003.2500000
400,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,197.000000000000000,145379.000000000000000,339.0000000,1.0799762,436484.5625000,3145390.7500000
401,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,203.000000000000000,149820.000000000000000,340.0000000,3.1253541,436790.1562500,3143350.5000000
402,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,202.000000000000000,149080.000000000000000,340.0000000,0.7349659,436980.4062500,3143826.2500000
403,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,201.000000000000000,148340.000000000000000,340.0000000,5.7480240,436985.4062500,3143883.5000000
404,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,200.000000000000000,147600.000000000000000,340.0000000,8.0440674,436709.2187500,3144409.0000000
405,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,199.000000000000000,146860.000000000000000,340.0000000,1.7965598,436841.0937500,3144628.5000000
406,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,198.000000000000000,146120.000000000000000,340.0000000,1.0926331,436693.7812500,3145327.0000000
407,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,197.000000000000000,145380.000000000000000,340.0000000,7.8475714,436752.6875000,3145436.0000000
408,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,204.000000000000000,150561.000000000000000,341.0000000,1.7472413,437365.9687500,3143000.0000000
409,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,203.000000000000000,149821.000000000000000,341.0000000,0.3810678,437393.3437500,3143326.7500000
410,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,202.000000000000000,149081.000000000000000,341.0000000,2.2069519,437059.9062500,3143730.0000000
411,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,201.000000000000000,148341.000000000000000,341.0000000,11.9105349,437311.2187500,3144009.2500000
412,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,200.000000000000000,147601.000000000000000,341.0000000,9.4332371,437220.3437500,3144281.5000000
413,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,199.000000000000000,146861.000000000000000,341.0000000,12.8732052,437203.2187500,3144881.2500000
414,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,198.000000000000000,146121.000000000000000,341.0000000,2.1008122,437220.0312500,3145234.5000000
415,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,197.000000000000000,145381.000000000000000,341.0000000,0.1463179,437035.0312500,3145384.7500000
416,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,204.000000000000000,150562.000000000000000,342.0000000,1.3877428,437483.7187500,3142997.2500000
417,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,203.000000000000000,149822.000000000000000,342.0000000,3.9032226,437483.8125000,3143365.5000000
418,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,202.000000000000000,149082.000000000000000,342.0000000,1.9174464,437477.8125000,3143807.7500000
419,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,201.000000000000000,148342.000000000000000,342.0000000,5.4593272,437643.5000000,3143939.2500000
420,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,200.000000000000000,147602.000000000000000,342.0000000,3.8216388,437439.5312500,3144488.0000000
421,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,199.000000000000000,146862.000000000000000,342.0000000,3.8790843,437441.6875000,3144664.7500000
422,SF-XG,228.4277191,SF-XG,Hickorynut Lake,L,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.636043999999998,28.421085000000001,RIDGE LAKES,,1F Xeric Lakes,488.325051884000000,In both spreadsheets,,Include,198.000000000000000,146122.000000000000000,342.0000000,0.8204486,437448.1875000,3145065.2500000
423,SF-XL,18.1900063,SF-XL,SE of Lake Bryan,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.492676000000003,28.363313000000002,DOME SWAMPS,,1B Depressional Xeric,10.785604169400001,In both spreadsheets,,Include,218.000000000000000,160959.000000000000000,379.0000000,8.8466387,451732.2187500,3137542.0000000
424,SF-XL,18.1900063,SF-XL,SE of Lake Bryan,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.492676000000003,28.363313000000002,DOME SWAMPS,,1B Depressional Xeric,10.785604169400001,In both spreadsheets,,Include,218.000000000000000,160960.000000000000000,380.0000000,9.3433676,452107.5000000,3137599.2500000
425,SF-XN,1.4241583,SF-XN,"Near Solivita Rd, S of County Highway 580",W,NO,NO,NO,NO,NO,NO,NO,Plains,NO,NO,-81.490194000000002,28.133728000000001,DEPRESSION MARSH,,1A Depressional Mesic,1.184164477900000,In both spreadsheets,,Include,285.000000000000000,210539.000000000000000,379.0000000,1.4130335,451842.9062500,3112123.5000000
426,SF-XN,1.4241583,SF-XN,"Near Solivita Rd, S of County Highway 580",W,NO,NO,NO,NO,NO,NO,NO,Plains,NO,NO,-81.490194000000002,28.133728000000001,DEPRESSION MARSH,,1A Depressional Mesic,1.184164477900000,In both spreadsheets,,Include,285.000000000000000,210540.000000000000000,380.0000000,0.0111248,451888.6875000,3112115.0000000
427,SF-XO,10.9919128,SF-XO,"Near Solivita Rd, S of County Highway 580",W,NO,NO,NO,NO,NO,NO,NO,Plains,NO,NO,-81.494471000000004,28.135431000000001,DOME SWAMPS,,1A Depressional Mesic,3.874815571460000,In both spreadsheets,,Include,285.000000000000000,210538.000000000000000,378.0000000,0.7491651,451475.1875000,3112189.0000000
428,SF-XO,10.9919128,SF-XO,"Near Solivita Rd, S of County Highway 580",W,NO,NO,NO,NO,NO,NO,NO,Plains,NO,NO,-81.494471000000004,28.135431000000001,DOME SWAMPS,,1A Depressional Mesic,3.874815571460000,In both spreadsheets,,Include,284.000000000000000,209798.000000000000000,378.0000000,5.7601490,451432.5000000,3112301.0000000
429,SF-XO,10.9919128,SF-XO,"Near Solivita Rd, S of County Highway 580",W,NO,NO,NO,NO,NO,NO,NO,Plains,NO,NO,-81.494471000000004,28.135431000000001,DOME SWAMPS,,1A Depressional Mesic,3.874815571460000,In both spreadsheets,,Include,285.000000000000000,210539.000000000000000,379.0000000,1.2823757,451615.6875000,3112191.2500000
430,SF-XO,10.9919128,SF-XO,"Near Solivita Rd, S of County Highway 580",W,NO,NO,NO,NO,NO,NO,NO,Plains,NO,NO,-81.494471000000004,28.135431000000001,DOME SWAMPS,,1A Depressional Mesic,3.874815571460000,In both spreadsheets,,Include,284.000000000000000,209799.000000000000000,379.0000000,3.2002227,451549.6875000,3112287.0000000
431,SF-XP,18.9628029,SF-XP,E of Shingle Creek Floodplain,W,NO,NO,NO,NO,YES,NO,YES,Plains,YES,NO,-81.444868000000000,28.315867000000001,DOME SWAMPS,,1A Depressional Mesic,18.975694139400002,In both spreadsheets,,Include,232.000000000000000,171331.000000000000000,391.0000000,5.7491407,456364.4687500,3132246.0000000
432,SF-XP,18.9628029,SF-XP,E of Shingle Creek Floodplain,W,NO,NO,NO,NO,YES,NO,YES,Plains,YES,NO,-81.444868000000000,28.315867000000001,DOME SWAMPS,,1A Depressional Mesic,18.975694139400002,In both spreadsheets,,Include,233.000000000000000,172072.000000000000000,392.0000000,0.8997446,456801.5625000,3132006.7500000
433,SF-XP,18.9628029,SF-XP,E of Shingle Creek Floodplain,W,NO,NO,NO,NO,YES,NO,YES,Plains,YES,NO,-81.444868000000000,28.315867000000001,DOME SWAMPS,,1A Depressional Mesic,18.975694139400002,In both spreadsheets,,Include,232.000000000000000,171332.000000000000000,392.0000000,12.2515993,456606.3125000,3132223.0000000
434,SF-XP,18.9628029,SF-XP,E of Shingle Creek Floodplain,W,NO,NO,NO,NO,YES,NO,YES,Plains,YES,NO,-81.444868000000000,28.315867000000001,DOME SWAMPS,,1A Depressional Mesic,18.975694139400002,In both spreadsheets,,Include,233.000000000000000,172073.000000000000000,393.0000000,0.0623181,456843.8437500,3132003.7500000
435,SF-XR,13.0877848,SF-XR,W of CR 531,W,YES,NO,NO,YES,YES,NO,YES,Plains,YES,NO,-81.439954000000000,28.227181999999999,DOME SWAMPS,,1A Depressional Mesic,13.096664402100000,In both spreadsheets,,Include,258.000000000000000,190572.000000000000000,392.0000000,1.3188607,456793.4687500,3122479.0000000
436,SF-XR,13.0877848,SF-XR,W of CR 531,W,YES,NO,NO,YES,YES,NO,YES,Plains,YES,NO,-81.439954000000000,28.227181999999999,DOME SWAMPS,,1A Depressional Mesic,13.096664402100000,In both spreadsheets,,Include,257.000000000000000,189832.000000000000000,392.0000000,7.2608314,456756.9375000,3122592.2500000
437,SF-XR,13.0877848,SF-XR,W of CR 531,W,YES,NO,NO,YES,YES,NO,YES,Plains,YES,NO,-81.439954000000000,28.227181999999999,DOME SWAMPS,,1A Depressional Mesic,13.096664402100000,In both spreadsheets,,Include,258.000000000000000,190573.000000000000000,393.0000000,2.9236586,456896.7187500,3122447.7500000
438,SF-XR,13.0877848,SF-XR,W of CR 531,W,YES,NO,NO,YES,YES,NO,YES,Plains,YES,NO,-81.439954000000000,28.227181999999999,DOME SWAMPS,,1A Depressional Mesic,13.096664402100000,In both spreadsheets,,Include,257.000000000000000,189833.000000000000000,393.0000000,1.5844338,456869.3750000,3122553.5000000
439,SF-XU,1.5041312,SF-XU,Disney Wilderness Preserve/Walker Ranch,W,NO,NO,NO,NO,NO,NO,NO,Plains,NO,NO,-81.394084000000007,28.053478999999999,DEPRESSION MARSH,,1A Depressional Mesic,1.505149590120000,In both spreadsheets,,Include,308.000000000000000,227584.000000000000000,404.0000000,1.5041312,461243.4687500,3103189.2500000
440,SF-XV,5.1709628,SF-XV,Disney Wilderness Preserve/Walker Ranch,W,NO,NO,NO,NO,NO,NO,NO,Plains,NO,NO,-81.394024999999999,28.050298999999999,DEPRESSION MARSH,,1A Depressional Mesic,5.174461652920000,In both spreadsheets,,Include,309.000000000000000,228324.000000000000000,404.0000000,5.1709628,461270.3437500,3102848.2500000
441,SF-XW,1.8158246,SF-XW,Disney Wilderness Preserve/Walker Ranch,W,NO,NO,NO,NO,NO,NO,NO,Plains,NO,NO,-81.399884000000000,28.057562000000001,DEPRESSION MARSH,,1A Depressional Mesic,1.817057573820000,In both spreadsheets,,Include,307.000000000000000,226843.000000000000000,403.0000000,1.8158246,460713.8750000,3103647.7500000
442,SF-XX,0.8190910,SF-XX,Disney Wilderness Preserve/Walker Ranch,W,NO,NO,NO,NO,NO,NO,NO,Plains,NO,NO,-81.415307999999996,28.115545000000001,DEPRESSION MARSH,,1A Depressional Mesic,0.770308545500000,In both spreadsheets,,Include,290.000000000000000,214259.000000000000000,399.0000000,0.8190910,459209.2187500,3110073.5000000
443,SF-XY,2.9172614,SF-XY,Disney Wilderness Preserve/Walker Ranch,W,NO,NO,NO,NO,NO,NO,NO,Plains,NO,NO,-81.416822999999994,28.105948999999999,,,1A Depressional Mesic,0.000000000000000,In both spreadsheets,,Include,293.000000000000000,216478.000000000000000,398.0000000,2.9172614,458982.5000000,3109079.5000000
444,SF-YB,51.8991890,SF-YB,Tri County Rd,W,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.644909999999996,28.274923000000001,BASIN MARSH,,2A-X Isolated Ridges,50.133425709500003,In both spreadsheets,,Include,244.000000000000000,180159.000000000000000,339.0000000,0.6122665,436638.8750000,3127778.5000000
445,SF-YB,51.8991890,SF-YB,Tri County Rd,W,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.644909999999996,28.274923000000001,BASIN MARSH,,2A-X Isolated Ridges,50.133425709500003,In both spreadsheets,,Include,243.000000000000000,179419.000000000000000,339.0000000,5.9406967,436558.6875000,3127909.7500000
446,SF-YB,51.8991890,SF-YB,Tri County Rd,W,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.644909999999996,28.274923000000001,BASIN MARSH,,2A-X Isolated Ridges,50.133425709500003,In both spreadsheets,,Include,244.000000000000000,180160.000000000000000,340.0000000,14.1891460,436837.7500000,3127771.7500000
447,SF-YB,51.8991890,SF-YB,Tri County Rd,W,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.644909999999996,28.274923000000001,BASIN MARSH,,2A-X Isolated Ridges,50.133425709500003,In both spreadsheets,,Include,243.000000000000000,179420.000000000000000,340.0000000,25.6539154,436837.7500000,3127923.5000000
448,SF-YB,51.8991890,SF-YB,Tri County Rd,W,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.644909999999996,28.274923000000001,BASIN MARSH,,2A-X Isolated Ridges,50.133425709500003,In both spreadsheets,,Include,242.000000000000000,178680.000000000000000,340.0000000,2.0367479,436960.4375000,3128254.5000000
449,SF-YB,51.8991890,SF-YB,Tri County Rd,W,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.644909999999996,28.274923000000001,BASIN MARSH,,2A-X Isolated Ridges,50.133425709500003,In both spreadsheets,,Include,244.000000000000000,180161.000000000000000,341.0000000,0.0572553,437030.6875000,3127817.2500000
450,SF-YB,51.8991890,SF-YB,Tri County Rd,W,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.644909999999996,28.274923000000001,BASIN MARSH,,2A-X Isolated Ridges,50.133425709500003,In both spreadsheets,,Include,243.000000000000000,179421.000000000000000,341.0000000,3.2148805,437052.4062500,3127931.0000000
451,SF-YB,51.8991890,SF-YB,Tri County Rd,W,NO,NO,YES,NO,NO,NO,YES,Ridge,YES,YES,-81.644909999999996,28.274923000000001,BASIN MARSH,,2A-X Isolated Ridges,50.133425709500003,In both spreadsheets,,Include,242.000000000000000,178681.000000000000000,341.0000000,0.1942811,437080.8125000,3128230.2500000
452,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,228.000000000000000,168317.000000000000000,337.0000000,17.3780136,435754.1562500,3133793.2500000
453,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,227.000000000000000,167577.000000000000000,337.0000000,2.7497241,435685.0000000,3133980.5000000
454,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,229.000000000000000,169058.000000000000000,338.0000000,5.5549316,436144.7812500,3133510.7500000
455,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,228.000000000000000,168318.000000000000000,338.0000000,24.4081249,436075.7500000,3133629.2500000
456,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,227.000000000000000,167578.000000000000000,338.0000000,11.7964001,436083.0312500,3134013.7500000
457,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,230.000000000000000,169799.000000000000000,339.0000000,0.9211966,436640.6250000,3132954.7500000
458,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,229.000000000000000,169059.000000000000000,339.0000000,15.8496056,436475.8125000,3133424.2500000
459,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,228.000000000000000,168319.000000000000000,339.0000000,6.0630646,436596.4375000,3133700.0000000
460,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,227.000000000000000,167579.000000000000000,339.0000000,0.1891497,436276.8125000,3133950.7500000
461,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,232.000000000000000,171280.000000000000000,340.0000000,1.3838645,436982.7187500,3132382.7500000
462,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,231.000000000000000,170540.000000000000000,340.0000000,25.7219257,436884.9687500,3132624.2500000
463,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,230.000000000000000,169800.000000000000000,340.0000000,34.4332314,436838.9687500,3132977.2500000
464,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,229.000000000000000,169060.000000000000000,340.0000000,21.3731956,436837.7500000,3133331.2500000
465,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,228.000000000000000,168320.000000000000000,340.0000000,21.4938698,436837.7500000,3133848.2500000
466,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,227.000000000000000,167580.000000000000000,340.0000000,28.5764656,436875.5625000,3134119.0000000
467,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,226.000000000000000,166840.000000000000000,340.0000000,13.3958216,436906.2500000,3134372.7500000
468,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,236.000000000000000,174241.000000000000000,341.0000000,2.2790134,437350.6562500,3130843.0000000
469,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,235.000000000000000,173501.000000000000000,341.0000000,14.2685461,437323.4062500,3131064.5000000
470,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,233.000000000000000,172021.000000000000000,341.0000000,0.0031852,437407.2187500,3132028.0000000
471,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,232.000000000000000,171281.000000000000000,341.0000000,10.2012157,437314.0000000,3132155.0000000
472,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,231.000000000000000,170541.000000000000000,341.0000000,5.3426147,437340.0625000,3132719.5000000
473,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,230.000000000000000,169801.000000000000000,341.0000000,27.5571136,437314.0000000,3133036.5000000
474,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,229.000000000000000,169061.000000000000000,341.0000000,30.1308632,437204.8125000,3133457.5000000
475,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,228.000000000000000,168321.000000000000000,341.0000000,28.9062786,437218.7500000,3133682.5000000
476,SF-YC,2985.9191895,SF-YC,Near Goodman Rd,W,NO,NO,NO,NO,NO,NO,NO,Ridge,NO,YES,-81.624380000000002,28.287969000000000,STRAND SWAMPS,,2D Strands/Sloughs,3338.009918419999800,"Not in Kevin's spreadsheet, but in mine",,Include,227.000000000000000,167581.000000000000000,341.0000000,19.7021980,437151.4687500,3134083.7500000
